cod_producto;descripcion_raiz;desc_ext;concentracion;id_forma;id_labo;habilitaciones
157030016;LEVOFIN;;750MG;1;207;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
173140030;LEVOFLAXIN;;500MG;14;379;GUATEMALA-EL SALVADOR-NICARAGUA
173140130;LEVOFLAXIN;;750MG;14;379;GUATEMALA-EL SALVADOR-NICARAGUA
142040051;LEVOFLOBAC;;;29;204;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
147600012;LEVOFLOX CIP;;500MG;9;513;PANAMA
147600112;LEVOFLOX CIP;;750MG;9;513;PANAMA
156830012;LEVOFLOX MLB;;500MG;9;26;R.DOMINICANA
156830112;LEVOFLOX MLB;;750MG;9;26;R.DOMINICANA
186040016;LEVOFLOX WEX;;500MG;1;373;EL SALVADOR
203740016;LEVOFLOXACI.ACROG;;500MG;1;102;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
203740116;LEVOFLOXACI.ACROG;;750MG;1;102;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
239810013;LEVOFLOXACINA ADI;;500MG;2;47;HONDURAS
239810113;LEVOFLOXACINA ADI;;750MG;2;47;HONDURAS
223500016;LEVOFLOXACINA ALF;;750MG;1;2;R.DOMINICANA
223500116;LEVOFLOXACINA ALF;;500MG;1;2;R.DOMINICANA
189550016;LEVOFLOXACINA ARG;;500MG;1;138;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
148700016;LEVOFLOXACINA CAX;;500MG;1;48;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
148700116;LEVOFLOXACINA CAX;;750MG;1;48;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
236170030;LEVOFLOXACINA ECM;;500MG;14;49;EL SALVADOR
226050013;LEVOFLOXACINA EMS;;500MG;2;140;GUATEMALA
125180012;LEVOFLOXACINA ETH;;500MG;9;25;R.DOMINICANA
125180112;LEVOFLOXACINA ETH;;750MG;9;25;R.DOMINICANA
169380016;LEVOFLOXACINA FTX;;500MG;1;110;R.DOMINICANA
169380116;LEVOFLOXACINA FTX;;750MG;1;110;R.DOMINICANA
155960011;LEVOFLOXACINA IBF;;750MG;12;43;R.DOMINICANA
155960111;LEVOFLOXACINA IBF;;500MG;12;43;R.DOMINICANA
145390016;LEVOFLOXACINA INF;;500MG;1;113;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
196890013;LEVOFLOXACINA LAM;;500MG;2;56;R.DOMINICANA
41370016;LEVOFLOXACINA LNI;;500MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
41370052;LEVOFLOXACINA LNI;;500MG;3;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
41370082;LEVOFLOXACINA LNI;;;4;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
41370116;LEVOFLOXACINA LNI;;750MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
104230016;LEVOFLOXACINA M.K;;500MG;1;54;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
104230116;LEVOFLOXACINA M.K;;750MG;1;54;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
202770016;LEVOFLOXACINA MAM;;750MG;1;45;R.DOMINICANA
202770116;LEVOFLOXACINA MAM;;500MG;1;45;R.DOMINICANA
181520016;LEVOFLOXACINA PIE;;500MG;1;211;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
148710011;LEVOFLOXACINA PL;;500MG;12;39;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
148710111;LEVOFLOXACINA PL;;750MG;12;39;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
138120012;LEVOFLOXACINA RAT;;500MG;9;118;R.DOMINICANA
138120112;LEVOFLOXACINA RAT;;750MG;9;118;R.DOMINICANA
195220016;LEVOFLOXACINA RIG;;500MG;1;156;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
147350016;LEVOFLOXACINA SDZ;;500MG;1;254;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
209870016;LEVOFLOXACINA SEL;;500MG;1;18;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
116350016;LEVOFLOXACINO GEF;;500MG;1;53;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
64480012;LEVOFLOXACINO NOR;;500MG;9;125;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
163020016;LEVOFLOXATEG;;500MG;1;273;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
163020116;LEVOFLOXATEG;;750MG;1;273;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
125860011;LEVOFRAN;;500MG;12;270;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
125860111;LEVOFRAN;;750MG;12;270;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
97170016;LEVOGAM;;500MG;1;40;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
97170116;LEVOGAM;;750MG;1;40;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
210510011;LEVOGASTRIC;;40MG;12;18;GUATEMALA-COSTA_RICA-EL SALVADOR-NICARAGUA-HONDURAS
170950012;LEVOGASTROL;;25MG;9;527;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
161900005;LEVOLIN;;1.25MG;48;513;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
161900074;LEVOLIN;;50MCG;49;513;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
126670016;LEVOLONA;;500MG;1;58;GUATEMALA
126670116;LEVOLONA;;750MG;1;58;GUATEMALA
149130016;LEVOMAX;;750MG;1;793;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
149130116;LEVOMAX;;500MG;1;793;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
68500016;LEVOMEPROMAZI.LNI;;25MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
68500116;LEVOMEPROMAZI.LNI;;100MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
233640016;LEVONAPRED;;5MG;1;623;R.DOMINICANA
65770016;LEVONAT;;500MG;1;537;R.DOMINICANA
184990016;LEVONORGESTRE.LNI;;1.5MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
180430016;LEVONOVA;;750MG;1;148;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
197410013;LEVONOVUM;;500MG;2;276;GUATEMALA-COSTA_RICA-NICARAGUA-HONDURAS
197410113;LEVONOVUM;;750MG;2;276;GUATEMALA-NICARAGUA-HONDURAS
206830013;LEVOPHAR;;5MG;2;302;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
139310016;LEVOPRIDEL;;25MG;1;82;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
139310032;LEVOPRIDEL;;25MG/ML;8;82;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
8380033;LEVOPRONT;;6MG/ML;13;184;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
8380032;LEVOPRONT;;;8;184;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
235650052;LEVOPTIMID;;25MG;3;1008;HONDURAS
98540016;LEVOQUINOL;;500MG;1;102;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
98540116;LEVOQUINOL;;750MG;1;102;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
179050016;LEVORLIN;;5MG;1;24;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
17560012;LEVOROSSE;FORTE;750MG;9;363;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
8800016;LEVOSIL;;500MG;1;128;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
185380016;LEVOSTA;;500MG;1;6;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
103020011;LEVOSULP-S;;;12;287;R.DOMINICANA
65880016;LEVOSULPIRIDA CAX;;25MG;1;48;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
186690016;LEVOSULPIRIDA IBF;;25MG;1;43;R.DOMINICANA
108330016;LEVOSULPIRIDA LNI;;25MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
108330032;LEVOSULPIRIDA LNI;;;8;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
108330053;LEVOSULPIRIDA LNI;;25MG;15;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
100930016;LEVOTEK;;5MG;1;196;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
100930039;LEVOTEK;;1MG/ML;11;196;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
100930032;LEVOTEK;;5MG/ML;8;196;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
146530016;LEVOTIN;;500MG;1;132;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
149750016;LEVOTIROTEG;;100MCG;1;273;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
149750116;LEVOTIROTEG;;50MCG;1;273;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
70870016;LEVOTIROXINA CI-;;100MCG;1;139;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
90270012;LEVOTIROXINA LAM;;100MCG;9;56;R.DOMINICANA
90270112;LEVOTIROXINA LAM;;200MCG;9;56;R.DOMINICANA
56260016;LEVOTIROXINA LNI;;100MCG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56260116;LEVOTIROXINA LNI;;50MCG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56260216;LEVOTIROXINA LNI;;200MCG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56260316;LEVOTIROXINA LNI;;150MCG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56260416;LEVOTIROXINA LNI;;75MCG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56260516;LEVOTIROXINA LNI;;125MCG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56260616;LEVOTIROXINA LNI;;25MCG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56260716;LEVOTIROXINA LNI;;88MCG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
234620016;LEVOTIROXINA M.K;;100MCG;1;54;EL SALVADOR-R.DOMINICANA
142770016;LEVOTIROXINA M/G;;125MCG;1;57;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
165710012;LEVOTOP;;750MG;9;718;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
165710116;LEVOTOP;;500MG;1;718;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
231000016;LEVOTRIN;;125MG;1;56;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
231000116;LEVOTRIN;;25MG;1;56;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
231000216;LEVOTRIN;;88MG;1;56;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
16260016;LEVOTRIX;;100MCG;1;157;GUATEMALA-EL SALVADOR-NICARAGUA-HONDURAS
16260116;LEVOTRIX;;25MCG;1;157;GUATEMALA-EL SALVADOR-NICARAGUA-HONDURAS
16260216;LEVOTRIX;;50MCG;1;157;GUATEMALA-EL SALVADOR-NICARAGUA-HONDURAS
204590033;LEVOTUSS;;30MG/5ML;13;10;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
213960013;LEVOX;;500MG;2;352;GUATEMALA
99050016;LEVOXANET;;500MG;1;546;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
155110012;LEVOXAR;;500MG;9;426;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
41380016;LEVOXETINA;;500MG;1;39;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
41380216;LEVOXETINA;;750MG;1;39;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
135680016;LEVOXIL;;500MG;1;323;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
60510016;LEVOXYL;;50MCG;1;1009;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
60510116;LEVOXYL;;200MCG;1;1009;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
60510216;LEVOXYL;;100MCG;1;1009;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
138700016;LEVOZINA;;5MG;1;323;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
138700033;LEVOZINA;;2.5MG;13;323;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
127410016;LEVOZYM;;500MG;1;536;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
34250012;LEVSIN;;0.125MG;9;988;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
231110016;LEVTICARD;;1000MG;1;8;R.DOMINICANA
231110116;LEVTICARD;;500MG;1;8;R.DOMINICANA
149770039;LEVUSOL;;;11;702;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
116880016;LEVYON IC;;500MG;1;222;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
116880113;LEVYON IC;;750MG;2;222;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
74760039;LEXA-GEL;;;11;568;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
79040016;LEXAGRAN M;;;1;1010;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
75200016;LEXAPRO;;10MG;1;636;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
75200116;LEXAPRO;;20MG;1;636;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
70880033;LEXATUSSIN-DM;;;13;1010;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
202090016;LEXICOX;;15MG;1;623;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
127140033;LEXIDROL;;15MG/5ML;13;337;R.DOMINICANA
2380012;LEXOTAN;;1.5MG;9;68;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
2380112;LEXOTAN;;3MG;9;68;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
2380212;LEXOTAN;;6MG;9;68;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
89060033;LEXVISOL;;;13;1010;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
77230016;LEZAT;;5MG;1;83;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
77230032;LEZAT;;5MG/ML;8;83;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
223240044;LEZOL;;;35;2;R.DOMINICANA
184260012;LIBAL;;5MG;9;337;R.DOMINICANA
140340032;LIBBERA;;5MG/ML;8;19;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
140340033;LIBBERA;;0.5MG/ML;13;19;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
140340016;LIBBERA;;5MG;1;19;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
18330012;LIBERAD;;0.25MG;9;85;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
18330112;LIBERAD;;0.5MG;9;85;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
18330212;LIBERAD;XR;1MG;9;85;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
18330412;LIBERAD;XR;0.5MG;9;85;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
135670016;LIBERAMIDA;;10MG;1;323;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
180950016;LIBERAT;;500MG;1;10;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
173750011;LIBERT;;0.4MG;12;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
197770011;LIBERT DUO;;0.5MG/0.4MG;12;276;GUATEMALA
167620016;LIBERTRIM;;200MG;1;647;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
216540012;LIBERTRIM ALFA;;200MG/75MG/45MG;9;647;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
203790016;LIBERTRIM SII;;200MG/75MG;1;647;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
132140016;LIBONA;;2.5MG;1;2;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
13610016;LIBRAX;;;1;332;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
226830067;LICOFORTE;;0.04;20;619;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
152690012;LICUAGEN;;100MG;9;676;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
14920034;LIDAPRIM;;;6;64;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
14920012;LIDAPRIM;;;9;64;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
4340012;LIDAPRIM FORTE;;960MG;9;64;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
166320062;LIDCLEAN;ESPUMA;;26;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
98820065;LIDEX;;;5;68;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
149570069;LIDINOX;;;67;26;R.DOMINICANA
149570062;LIDINOX;;0.6%;26;26;R.DOMINICANA
118690016;LIDIUX;;40MG;1;836;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
100310052;LIDOCAINA AES;SIN PRESER;0.02;3;17;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
100310152;LIDOCAINA AES;CON PRESER;0.02;3;17;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
212080053;LIDOCAINA CPL;;0.02;15;106;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56270067;LIDOCAINA LNI;;;20;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56270097;LIDOCAINA LNI;;0.1;42;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56270052;LIDOCAINA LNI;;0.01;3;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56270068;LIDOCAINA LNI;;0.05;63;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56270152;LIDOCAINA LNI;;0.02;3;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
233230052;LIDOCAINA SEL;;0.01;3;18;GUATEMALA
154050052;LIDOCAINA VTI;;0.01;3;382;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
105730002;LIDOPROCTO;;;36;655;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
105730091;LIDOPROCTO;;;27;655;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
132150061;LIDOXAL;;;19;444;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
30810032;LIEXINE;;;8;514;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
191940018;LIFE C;;1GR;30;903;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
146540016;LIFEN;;10MG;1;372;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
146540116;LIFEN;;20MG;1;372;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
146540216;LIFEN;;40MG;1;372;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
116540016;LIFENAC;;100MG;1;1011;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150250016;LIFENAR;;;1;426;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150250032;LIFENAR;;;8;426;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150250052;LIFENAR;;;3;426;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
70890016;LIFERTRON-E;;;1;10;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
228650065;LIFT & REPAIR;ABSO.LISSA;;5;205;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
228650165;LIFT & REPAIR;SO.LIS.CO;;5;205;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
220190065;LIFT THERAPY;PERF.NECK;;5;595;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
