cod_producto;descripcion_raiz;desc_ext;concentracion;id_forma;id_labo;habilitaciones
68230032;ACENOFEN;;100MG;8;84;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
68230016;ACENOFEN;;500MG;1;84;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
68230091;ACENOFEN;;300MG;27;84;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
83070012;ACEPRAN;;2MG;9;34;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
83070112;ACEPRAN;;0.5MG;9;34;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
146070016;ACEPRESS EUR;;150MG;1;85;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
146070116;ACEPRESS EUR;;300MG;1;85;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
143260012;ACEPRESS FTD;;0.75MG;9;86;R.DOMINICANA
22980016;ACEPTAL;;500MG;1;87;GUATEMALA
22980039;ACEPTAL;;120MG/5ML;11;87;GUATEMALA
30360016;ACERCA;;450MG/1MG/40MG;1;71;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
175540012;ACERTA FTD;;8MG;9;86;R.DOMINICANA
175540116;ACERTA FTD;;16MG;1;86;R.DOMINICANA
175540216;ACERTA FTD;;32MG;1;86;R.DOMINICANA
26990016;ACERTA VIP;;750MG;1;88;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
205760012;ACERTA-3;;32MG/10MG/25MG;9;86;R.DOMINICANA
205760112;ACERTA-3;;16MG/5MG/12.5MG;9;86;R.DOMINICANA
175550016;ACERTA-H;;16MG/12.5MG;1;86;R.DOMINICANA
175550116;ACERTA-H;;32MG/12.5MG;1;86;R.DOMINICANA
175550216;ACERTA-H;;32MG/25MG;1;86;R.DOMINICANA
73440016;ACERTAR;CAPLETAS;750MG;1;89;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
73440116;ACERTAR;CAPLETAS;500MG;1;89;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
172810012;ACERTINA;;;9;90;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
10039;ACERVITAN B12;;;11;91;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
146080033;ACESALIX;;250MG/5ML;13;43;R.DOMINICANA
146090033;ACESALIX COMPUEST;;;13;43;R.DOMINICANA
163840012;ACET+DEX+FENI.LNI;;;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
209570013;ACET+ERGO+CAF.SEL;;;2;18;GUATEMALA-COSTA_RICA-EL SALVADOR-NICARAGUA-HONDURAS
34380012;ACET+FENI+LOR.MAM;;;9;45;R.DOMINICANA
70400016;ACET+PSEU+LOR.LNI;;;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
55310016;ACET-MEFF;;;1;92;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
103290011;ACETADIAZOL;;250MG;12;93;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
44970012;ACETADOL;;500MG;9;94;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
44970033;ACETADOL;;;13;94;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
106150016;ACETAFEN;;500MG;1;95;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
106150031;ACETAFEN;;;10;95;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
100470011;ACETAFER;;500MG;12;96;R.DOMINICANA
100470033;ACETAFER;;750MG;13;96;R.DOMINICANA
100470091;ACETAFER;;300MG;27;96;R.DOMINICANA
100470111;ACETAFER;;750MG;12;96;R.DOMINICANA
122680039;ACETAFOR;;120MG;11;97;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
216860016;ACETAM+CAFEIN.LNI;;500/65MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
87360012;ACETAM+CARISO.LNI;;;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
158530032;ACETAM+CLORFE.LNI;;;8;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
158530016;ACETAM+CLORFE.LNI;;;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
146990016;ACETAM+CODEI.DENK;;;1;98;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
146990091;ACETAM+CODEI.DENK;;1GR/60MG;27;98;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
146990191;ACETAM+CODEI.DENK;;500MG/30MG;27;98;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
43250012;ACETAM+CODEIN.LNI;;;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
43250033;ACETAM+CODEIN.LNI;;;13;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
70390011;ACETAM+DEXTRO.LNI;;;12;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
106470012;ACETAM+HIDROC.LNI;;;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
77590016;ACETAM+HIOSCI.LNI;;;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
131690016;ACETAM+METOCA.LNI;;;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
90530016;ACETAM+NAPROX.LNI;;;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
34960012;ACETAM+NAPROX.MAM;;375/500MG;9;45;R.DOMINICANA
34960112;ACETAM+NAPROX.MAM;;275MG/300MG;9;45;R.DOMINICANA
137150016;ACETAM+ORFENA.LNI;;;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
93920016;ACETAM+OXICOD.LNI;;;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
78190016;ACETAM+PSEUDO.LNI;;;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
202610016;ACETAM+TRAMAD.LAM;;37.5/325MG;1;56;R.DOMINICANA
106440016;ACETAM+TRAMAD.LNI;;37.5/325MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
202890016;ACETAM+TRAMAD.MAM;;37.5/325MG;1;45;R.DOMINICANA
178360016;ACETAM+TRAMAD.MK;;37.5/325MG;1;54;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
198890016;ACETAMI+NIMES.LNI;;;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
48740012;ACETAMIN;;500MG;9;99;R.DOMINICANA
48740033;ACETAMIN;;120MG;13;99;R.DOMINICANA
48740032;ACETAMIN;;;8;99;R.DOMINICANA
48740092;ACETAMIN;;300MG;28;99;R.DOMINICANA
215210016;ACETAMIN.FORTE MK;;500/65MG;1;54;EL SALVADOR
200910033;ACETAMINEC;;120MG/5ML;13;100;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
99010032;ACETAMINODARKEY;;;8;101;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
196540016;ACETAMINOFE.ACROG;;500MG;1;102;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
196540116;ACETAMINOFE.ACROG;;750MG;1;102;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
239620033;ACETAMINOFEN ADI;;160MG/5ML;13;47;HONDURAS
239620012;ACETAMINOFEN ADI;;500MG;9;47;GUATEMALA-COSTA_RICA-EL SALVADOR-NICARAGUA-HONDURAS
239620112;ACETAMINOFEN ADI;;750MG;9;47;GUATEMALA-COSTA_RICA-EL SALVADOR-NICARAGUA-HONDURAS
239450016;ACETAMINOFEN AG1;;500MG;1;103;HONDURAS
211240016;ACETAMINOFEN ALFA;;500MG;1;2;R.DOMINICANA
211240033;ACETAMINOFEN ALFA;;125MG/5ML;13;2;R.DOMINICANA
211240032;ACETAMINOFEN ALFA;;;8;2;R.DOMINICANA
211240092;ACETAMINOFEN ALFA;;300MG;28;2;R.DOMINICANA
211240116;ACETAMINOFEN ALFA;;750MG;1;2;R.DOMINICANA
219160016;ACETAMINOFEN BAY;;500MG;1;104;GUATEMALA-COSTA_RICA-EL SALVADOR
240440033;ACETAMINOFEN CCM;;120MG/5ML;13;105;COSTA_RICA
212770034;ACETAMINOFEN CPL;;125MG/5ML;6;106;GUATEMALA
212770016;ACETAMINOFEN CPL;;500MG;1;106;HONDURAS
193190033;ACETAMINOFEN DRO;;120MG/5ML;13;107;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
219170016;ACETAMINOFEN ECM;;750MG;1;49;GUATEMALA-EL SALVADOR
219170116;ACETAMINOFEN ECM;;500MG;1;49;GUATEMALA
64750012;ACETAMINOFEN EUR;;500MG;9;53;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
215320033;ACETAMINOFEN FAN;;150MG/5ML;13;108;GUATEMALA
215320016;ACETAMINOFEN FAN;;500MG;1;108;GUATEMALA
150670033;ACETAMINOFEN FARD;;120MG/5ML;13;109;EL SALVADOR-NICARAGUA
141020033;ACETAMINOFEN FTX;;120MG;13;110;R.DOMINICANA
141020016;ACETAMINOFEN FTX;;500MG;1;110;R.DOMINICANA
141020091;ACETAMINOFEN FTX;;300MG;27;110;R.DOMINICANA
37090033;ACETAMINOFEN GEF;;150MG/5ML;13;53;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
37090016;ACETAMINOFEN GEF;;500MG;1;53;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
37090032;ACETAMINOFEN GEF;;100MG;8;53;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
100830016;ACETAMINOFEN IBF;;500MG;1;43;R.DOMINICANA
100830033;ACETAMINOFEN IBF;;125MG;13;43;R.DOMINICANA
100830032;ACETAMINOFEN IBF;;100MG;8;43;R.DOMINICANA
100830116;ACETAMINOFEN IBF;;750MG;1;43;R.DOMINICANA
138910016;ACETAMINOFEN IFC;;500MG;1;111;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
138910033;ACETAMINOFEN IFC;;;13;111;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
221270016;ACETAMINOFEN INF;;500MG;1;112;R.DOMINICANA
221270033;ACETAMINOFEN INF;;120MG;13;112;R.DOMINICANA
193180016;ACETAMINOFEN INS;;500MG;1;113;GUATEMALA
193180033;ACETAMINOFEN INS;;120MG/5ML;13;113;GUATEMALA
149650013;ACETAMINOFEN LAM;;500MG;2;56;R.DOMINICANA
149650033;ACETAMINOFEN LAM;;;13;56;R.DOMINICANA
29490016;ACETAMINOFEN LF6;C/CODEINA;;1;114;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
29490116;ACETAMINOFEN LF6;;500MG;1;114;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
98100034;ACETAMINOFEN LNC;;120MG;6;65;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
98100016;ACETAMINOFEN LNC;;500MG;1;65;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150012;ACETAMINOFEN LNI;;500MG;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150032;ACETAMINOFEN LNI;;100MG/ML;8;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150034;ACETAMINOFEN LNI;;150MG/5ML;6;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150091;ACETAMINOFEN LNI;;250MG;27;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150092;ACETAMINOFEN LNI;;125MG;28;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150016;ACETAMINOFEN LNI;;325MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150051;ACETAMINOFEN LNI;;1GR;29;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150134;ACETAMINOFEN LNI;;120MG;6;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150191;ACETAMINOFEN LNI;;300MG;27;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150212;ACETAMINOFEN LNI;;250MG;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150234;ACETAMINOFEN LNI;;160MG/5ML;6;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150312;ACETAMINOFEN LNI;;1GR;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150334;ACETAMINOFEN LNI;;125MG/5ML;6;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150412;ACETAMINOFEN LNI;;80MG;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
150512;ACETAMINOFEN LNI;;750MG;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
136670033;ACETAMINOFEN LST;;150MG;13;115;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
136670016;ACETAMINOFEN LST;;500MG;1;115;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
164240034;ACETAMINOFEN M.G;;120MG;6;116;R.DOMINICANA
164240039;ACETAMINOFEN M.G;;100MG;11;116;R.DOMINICANA
8220016;ACETAMINOFEN M.K;;500MG;1;54;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
8220033;ACETAMINOFEN M.K;;120MG/5ML;13;54;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
8220032;ACETAMINOFEN M.K;;100MG/ML;8;54;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
8220133;ACETAMINOFEN M.K;;160MG/5ML;13;54;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
35120012;ACETAMINOFEN MAM;;500MG;9;45;R.DOMINICANA
35120034;ACETAMINOFEN MAM;;125MG/5ML;6;45;R.DOMINICANA
145660016;ACETAMINOFEN MC;;750MG;1;50;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
44800034;ACETAMINOFEN MDK;;;6;117;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
59640016;ACETAMINOFEN POP;;500MG;1;10;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
59640033;ACETAMINOFEN POP;;120MG;13;10;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
59640032;ACETAMINOFEN POP;;100MG;8;10;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
59640116;ACETAMINOFEN POP;;750MG;1;10;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
152840091;ACETAMINOFEN RAM;;300MG;27;51;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
152840033;ACETAMINOFEN RAM;;120MG/5ML;13;51;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
152840032;ACETAMINOFEN RAM;;100MG/ML;8;51;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
68250033;ACETAMINOFEN RAT;;;13;118;R.DOMINICANA
68250012;ACETAMINOFEN RAT;;500MG;9;118;R.DOMINICANA
68250032;ACETAMINOFEN RAT;;100MG;8;118;R.DOMINICANA
68250092;ACETAMINOFEN RAT;PEDIATRICO;300MG;28;118;R.DOMINICANA
180710033;ACETAMINOFEN RWE;;120MG/5ML;13;119;R.DOMINICANA
180710032;ACETAMINOFEN RWE;;100MG/ML;8;119;R.DOMINICANA
209560033;ACETAMINOFEN SEL;;120MG/5ML;13;18;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
209560032;ACETAMINOFEN SEL;;100MG/ML;8;18;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
133800033;ACETAMINOFEN T/M;;120MG;13;55;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
193160033;ACETAMINOFEN THR;;120MG/5ML;13;120;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
83090033;ACETAMYL;;120MG;13;121;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
49510032;ACETAN CL-;;100MG;8;122;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
49510016;ACETAN CL-;;500MG;1;122;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
49510033;ACETAN CL-;;;13;122;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
49510116;ACETAN CL-;;325MG;1;122;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
153050016;ACETAN EPE;;800MG;1;123;R.DOMINICANA
153050033;ACETAN EPE;;800MG/5ML;13;123;R.DOMINICANA
156880016;ACETAN LMC;;750MG;1;50;EL SALVADOR-HONDURAS
156880032;ACETAN LMC;;100MG;8;50;EL SALVADOR-HONDURAS
156880033;ACETAN LMC;;160MG/5ML;13;50;EL SALVADOR-HONDURAS
156880018;ACETAN LMC;;80MG;30;50;EL SALVADOR-HONDURAS
156880116;ACETAN LMC;;325MG;1;50;EL SALVADOR-HONDURAS
156880133;ACETAN LMC;;80MG/5ML;13;50;EL SALVADOR-HONDURAS
156880216;ACETAN LMC;;500MG;1;50;EL SALVADOR-HONDURAS
105310033;ACETAWELL;;120MG;13;76;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
105310032;ACETAWELL;;100MG/ML;8;76;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
54370012;ACETAZOLAMIDA LNI;;250MG;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
54370112;ACETAZOLAMIDA LNI;;125MG;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
206700086;ACETEFF;;500MG;31;106;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
108620016;ACETIF;;500MG;1;124;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
86450017;ACETILCISTEIN.LNI;;200MG;16;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
86450033;ACETILCISTEIN.LNI;;;13;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
86450019;ACETILCISTEIN.LNI;;600MG;7;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
86450117;ACETILCISTEIN.LNI;;100MG;16;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
86450217;ACETILCISTEIN.LNI;;600MG;16;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
195370034;ACETILCISTEIN.M.K;;600MG;6;54;R.DOMINICANA
237340017;ACETILCISTEIN.MAM;;600MG;16;45;R.DOMINICANA
143190019;ACETILCISTEIN.NRM;;100MG;7;125;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
143190119;ACETILCISTEIN.NRM;;200MG;7;125;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
180700016;ACETILPIRINA;;80MG;1;126;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56160012;ACETOFEN;;500MG;9;127;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56160091;ACETOFEN;;;27;127;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56160112;ACETOFEN;;160MG;9;127;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
83120033;ACETOSIL;;120MG;13;128;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
83120032;ACETOSIL;;100MG;8;128;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
83120016;ACETOSIL;;500MG;1;128;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
83130039;ACETYLCISTEINA;;;11;38;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
44990033;ACEVAL;;120MG;13;129;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
45140012;ACFOL;;5MG;9;63;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
12280011;ACFOL COMPLETE;;;12;63;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
166840012;ACFOL DHA;;;9;63;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
235940030;ACFOL HIERRO;;;14;63;HONDURAS
171700012;ACFOL PRENATAL;;;9;63;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
178700062;ACGLICOLIC;LIPOS.SERU;;26;130;COSTA_RICA-EL SALVADOR-NICARAGUA-HONDURAS-R.DOMINICANA
178690067;ACGLICOLIC CLASSI;HIDRAT;;20;130;COSTA_RICA-EL SALVADOR-NICARAGUA-HONDURAS-R.DOMINICANA
178690065;ACGLICOLIC CLASSI;LECHE CORP;;5;130;COSTA_RICA-EL SALVADOR-NICARAGUA-HONDURAS-R.DOMINICANA
178690062;ACGLICOLIC CLASSI;AMPOLL.FTE;;26;130;COSTA_RICA-EL SALVADOR-NICARAGUA-HONDURAS-R.DOMINICANA
178690167;ACGLICOLIC CLASSI;HIDR.FORTE;;20;130;COSTA_RICA-EL SALVADOR-NICARAGUA-HONDURAS-R.DOMINICANA
144170065;ACHEFLAN;;;5;131;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
18670011;ACHLOR;;500MG;12;132;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
18670034;ACHLOR;;250MG;6;132;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
18670134;ACHLOR;;125MG;6;132;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
8090034;ACI-TIP;;800MG/60MG;6;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
8090018;ACI-TIP;;800MG/40MG;30;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
